INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
7357	固元驱散散功	18	StdImpact018	0	14	-1	-1	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	21	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7358	固元驱散散功	18	StdImpact018	0	14	-1	-1	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	31	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7359	固元驱散散功	18	StdImpact018	0	14	-1	-1	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	41	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7360	固元驱散散功	18	StdImpact018	0	14	-1	-1	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	51	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7361	固元驱散散功	18	StdImpact018	0	14	-1	-1	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	61	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7362	固元驱散散功	18	StdImpact018	0	14	-1	-1	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	71	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7363	固元驱散散功	18	StdImpact018	0	14	-1	-1	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	81	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7364	固元驱散散功	18	StdImpact018	0	14	-1	-1	91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	91	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7365	固元驱散散功	18	StdImpact018	0	14	-1	-1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	101	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7366	固元驱散散功	18	StdImpact018	0	14	-1	-1	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	111	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7367	固元驱散散功	18	StdImpact018	0	14	-1	-1	121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	121	0	驱散个数	1	0	驱散集合1	44	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7368	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	11	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7369	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	21	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7370	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	31	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7371	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	41	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7372	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	51	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7373	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	61	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7374	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	71	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7375	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	81	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7376	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	91	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7377	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	101	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7378	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	111	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7379	洒脱驱散定身	18	StdImpact018	0	14	-1	-1	121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	121	0	驱散个数	1	0	驱散集合1	43	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7380	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	335	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7381	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	576	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7382	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	817	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7383	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	1058	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7384	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	1299	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7385	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	1540	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7386	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	1781	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7387	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	2022	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7388	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	2263	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7389	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	2504	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7390	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	2745	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7391	冰天雪地(手动冰系群杀)	3	StdImpact003	0	188	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	2986	24	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7392	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	335	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7393	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	576	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7394	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	817	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7395	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	1058	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7396	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	1299	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7397	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	1540	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7398	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	1781	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7399	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	2022	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7400	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	2263	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7401	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	2504	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7402	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	2745	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7403	烈火燎原(手动火系群杀)	3	StdImpact003	0	185	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	2986	24	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7404	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	335	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7405	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	576	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7406	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	817	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7407	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	1058	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7408	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	1299	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7409	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	1540	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7410	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	1781	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7411	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	2022	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7412	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	2263	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7413	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	2504	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7414	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	2745	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7415	血毒万里(手动毒系群杀)	3	StdImpact003	0	183	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	2986	24	伤害数值		0			0			0			0			0			0			0			0			0			0	
7416	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	335	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7417	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	576	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7418	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	817	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7419	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1058	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7420	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1299	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7421	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1540	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7422	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	1781	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7423	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	2022	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7424	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	2263	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7425	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	2504	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7426	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	2745	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7427	五雷轰顶(手动玄系群杀)	3	StdImpact003	0	184	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	2986	24	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	
7428	打破驱散围困	18	StdImpact018	0	14	-1	-1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	11	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7429	打破驱散围困	18	StdImpact018	0	14	-1	-1	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	21	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7430	打破驱散围困	18	StdImpact018	0	14	-1	-1	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	31	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7431	打破驱散围困	18	StdImpact018	0	14	-1	-1	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	41	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7432	打破驱散围困	18	StdImpact018	0	14	-1	-1	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	51	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7433	打破驱散围困	18	StdImpact018	0	14	-1	-1	61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	61	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7434	打破驱散围困	18	StdImpact018	0	14	-1	-1	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	71	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7435	打破驱散围困	18	StdImpact018	0	14	-1	-1	81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	81	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
7436	打破驱散围困	18	StdImpact018	0	14	-1	-1	91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	91	0	驱散个数	1	0	驱散集合1	39	0	驱散集合2	-1	0	驱散集合3	-1	0	驱散集合4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	
