INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7930	≥…ƒÍ∫˚µ˚	793	45	9	0	0	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	200	150	100	50	1	7930
7931	±‰“Ï∫˚µ˚	793	45	9	1	0	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	200	150	100	50	1	7930
7932	±‰“Ï∫˚µ˚	793	45	9	1	0	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	200	150	100	50	1	7930
7933	±‰“Ï∫˚µ˚	793	45	9	1	0	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	200	150	100	50	1	7930
7939	∫˚µ˚±¶±¶	793	45	9	0	1	100	10	700	350000	-1	-1	704	900000	712	300000	660	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	200	150	100	50	1	7930
7940	≥…ƒÍ∫˚µ˚	794	55	9	0	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	200	150	100	50	1	7940
7941	±‰“Ï∫˚µ˚	794	55	9	1	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	200	150	100	50	1	7940
7942	±‰“Ï∫˚µ˚	794	55	9	1	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	200	150	100	50	1	7940
7943	±‰“Ï∫˚µ˚	794	55	9	1	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	200	150	100	50	1	7940
7944	±‰“Ï∫˚µ˚	794	55	9	1	0	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	200	150	100	50	1	7940
7949	∫˚µ˚±¶±¶	794	55	9	0	1	100	10	700	400000	-1	-1	704	900000	712	350000	660	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	200	150	100	50	1	7940
7950	≥…ƒÍ∫˚µ˚	795	65	9	0	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	200	150	100	50	1	7950
7951	±‰“Ï∫˚µ˚	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	200	150	100	50	1	7950
7952	±‰“Ï∫˚µ˚	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	200	150	100	50	1	7950
7953	±‰“Ï∫˚µ˚	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	200	150	100	50	1	7950
7954	±‰“Ï∫˚µ˚	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	200	150	100	50	1	7950
7955	±‰“Ï∫˚µ˚	795	65	9	1	0	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	200	150	100	50	1	7950
7959	∫˚µ˚±¶±¶	795	65	9	0	1	100	10	700	450000	-1	-1	704	900000	712	400000	660	250000	664	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	200	150	100	50	1	7950
7960	≥…ƒÍ∫˚µ˚	796	75	9	0	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	200	150	100	50	1	7960
7961	±‰“Ï∫˚µ˚	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	200	150	100	50	1	7960
7962	±‰“Ï∫˚µ˚	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	200	150	100	50	1	7960
7963	±‰“Ï∫˚µ˚	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	200	150	100	50	1	7960
7964	±‰“Ï∫˚µ˚	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	200	150	100	50	1	7960
7965	±‰“Ï∫˚µ˚	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	200	150	100	50	1	7960
7966	±‰“Ï∫˚µ˚	796	75	9	1	0	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	200	150	100	50	1	7960
7969	∫˚µ˚±¶±¶	796	75	9	0	1	100	10	700	500000	-1	-1	704	900000	712	450000	660	300000	664	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	200	150	100	50	1	7960
7970	≥…ƒÍ∫˚µ˚	797	85	9	0	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7971	±‰“Ï∫˚µ˚	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7972	±‰“Ï∫˚µ˚	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7973	±‰“Ï∫˚µ˚	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7974	±‰“Ï∫˚µ˚	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7975	±‰“Ï∫˚µ˚	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7976	±‰“Ï∫˚µ˚	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7977	±‰“Ï∫˚µ˚	797	85	9	1	0	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7979	∫˚µ˚±¶±¶	797	85	9	0	1	100	10	700	550000	-1	-1	704	900000	712	500000	660	350000	664	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	150	100	50	1	7970
7980	≥…ƒÍ∫˚µ˚	798	95	9	0	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7981	±‰“Ï∫˚µ˚	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7982	±‰“Ï∫˚µ˚	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7983	±‰“Ï∫˚µ˚	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7984	±‰“Ï∫˚µ˚	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7985	±‰“Ï∫˚µ˚	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7986	±‰“Ï∫˚µ˚	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7987	±‰“Ï∫˚µ˚	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7988	±‰“Ï∫˚µ˚	798	95	9	1	0	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7989	∫˚µ˚±¶±¶	798	95	9	0	1	100	10	700	600000	-1	-1	704	900000	712	550000	660	400000	664	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
7990	≥…ƒÍŒœ≈£	799	5	9	0	0	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	200	500	150	100	50	1	7990
7991	±‰“ÏŒœ≈£	799	5	9	1	0	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	970	1402	862	862	970	846	930	972	1099	1269	200	500	150	100	50	1	7990
7992	±‰“ÏŒœ≈£	799	5	9	1	0	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1097	1585	975	975	1097	846	930	972	1099	1269	200	500	150	100	50	1	7990
7999	Œœ≈£±¶±¶	799	5	9	0	1	100	10	684	300000	-1	-1	656	900000	728	250000	716	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	844	1219	750	750	844	846	930	972	1099	1269	200	500	150	100	50	1	7990
8000	≥…ƒÍŒœ≈£	800	45	9	0	0	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	200	500	150	100	50	1	8000
8001	±‰“ÏŒœ≈£	800	45	9	1	0	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	969	1399	861	861	969	948	1042	1090	1232	1422	200	500	150	100	50	1	8000
8002	±‰“ÏŒœ≈£	800	45	9	1	0	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1057	1527	939	939	1057	948	1042	1090	1232	1422	200	500	150	100	50	1	8000
8003	±‰“ÏŒœ≈£	800	45	9	1	0	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1145	1654	1018	1018	1145	948	1042	1090	1232	1422	200	500	150	100	50	1	8000
8009	Œœ≈£±¶±¶	800	45	9	0	1	100	10	684	350000	-1	-1	656	900000	728	300000	716	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	881	1272	783	783	881	948	1042	1090	1232	1422	200	500	150	100	50	1	8000
8010	≥…ƒÍŒœ≈£	801	55	9	0	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	200	500	150	100	50	1	8010
8011	±‰“ÏŒœ≈£	801	55	9	1	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	986	1425	877	877	986	1051	1156	1208	1366	1576	200	500	150	100	50	1	8010
8012	±‰“ÏŒœ≈£	801	55	9	1	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1055	1524	938	938	1055	1051	1156	1208	1366	1576	200	500	150	100	50	1	8010
8013	±‰“ÏŒœ≈£	801	55	9	1	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1124	1624	999	999	1124	1051	1156	1208	1366	1576	200	500	150	100	50	1	8010
8014	±‰“ÏŒœ≈£	801	55	9	1	0	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1193	1723	1060	1060	1193	1051	1156	1208	1366	1576	200	500	150	100	50	1	8010
8019	Œœ≈£±¶±¶	801	55	9	0	1	100	10	684	400000	-1	-1	656	900000	728	350000	716	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	918	1326	816	816	918	1051	1156	1208	1366	1576	200	500	150	100	50	1	8010
8020	≥…ƒÍŒœ≈£	802	65	9	0	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	200	500	150	100	50	1	8020
8021	±‰“ÏŒœ≈£	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1012	1462	899	899	1012	1153	1268	1325	1498	1729	200	500	150	100	50	1	8020
8022	±‰“ÏŒœ≈£	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1069	1544	950	950	1069	1153	1268	1325	1498	1729	200	500	150	100	50	1	8020
8023	±‰“ÏŒœ≈£	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1126	1627	1001	1001	1126	1153	1268	1325	1498	1729	200	500	150	100	50	1	8020
8024	±‰“ÏŒœ≈£	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1184	1710	1052	1052	1184	1153	1268	1325	1498	1729	200	500	150	100	50	1	8020
8025	±‰“ÏŒœ≈£	802	65	9	1	0	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1241	1793	1103	1103	1241	1153	1268	1325	1498	1729	200	500	150	100	50	1	8020
8029	Œœ≈£±¶±¶	802	65	9	0	1	100	10	684	450000	-1	-1	656	900000	728	400000	716	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	200	500	150	100	50	1	8020
8030	≥…ƒÍŒœ≈£	803	75	9	0	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	200	500	150	100	50	1	8030
8031	±‰“ÏŒœ≈£	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	200	500	150	100	50	1	8030
8032	±‰“ÏŒœ≈£	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	200	500	150	100	50	1	8030
8033	±‰“ÏŒœ≈£	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	200	500	150	100	50	1	8030
8034	±‰“ÏŒœ≈£	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	200	500	150	100	50	1	8030
8035	±‰“ÏŒœ≈£	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	200	500	150	100	50	1	8030
8036	±‰“ÏŒœ≈£	803	75	9	1	0	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	200	500	150	100	50	1	8030
8039	Œœ≈£±¶±¶	803	75	9	0	1	100	10	684	500000	-1	-1	656	900000	728	450000	716	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	200	500	150	100	50	1	8030
8040	≥…ƒÍŒœ≈£	804	85	9	0	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1027	1484	913	913	1027	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8041	±‰“ÏŒœ≈£	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1071	1548	952	952	1071	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8042	±‰“ÏŒœ≈£	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1115	1611	991	991	1115	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8043	±‰“ÏŒœ≈£	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1159	1675	1031	1031	1159	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8044	±‰“ÏŒœ≈£	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1203	1739	1070	1070	1203	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8045	±‰“ÏŒœ≈£	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1248	1802	1109	1109	1248	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8046	±‰“ÏŒœ≈£	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1292	1866	1148	1148	1292	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8047	±‰“ÏŒœ≈£	804	85	9	1	0	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1336	1929	1187	1187	1336	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8049	Œœ≈£±¶±¶	804	85	9	0	1	100	10	684	550000	-1	-1	656	900000	728	500000	716	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1027	1484	913	913	1027	1357	1492	1560	1764	2035	200	500	150	100	50	1	8040
8050	≥…ƒÍŒœ≈£	805	95	9	0	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1064	1537	946	946	1064	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8051	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1104	1595	981	981	1104	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8052	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1144	1653	1017	1017	1144	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8053	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1184	1710	1052	1052	1184	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8054	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1224	1768	1088	1088	1224	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8055	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1264	1826	1123	1123	1264	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8056	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1304	1883	1159	1159	1304	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8057	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1344	1941	1194	1194	1344	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8058	±‰“ÏŒœ≈£	805	95	9	1	0	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1384	1999	1230	1230	1384	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8059	Œœ≈£±¶±¶	805	95	9	0	1	100	10	684	600000	-1	-1	656	900000	728	550000	716	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1064	1537	946	946	1064	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
8060	≥…ƒÍ–´◊”	806	5	9	0	0	10	10	694	300000	-1	-1	659	900000	726	250000	704	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	500	50	150	200	1	8060
